properties_item_id
126077060
126241646
126271314
126143990
126054448
126234246
126217476
126161202
126408592
126393900
126101776
126466308
126060050
126039008
126234440
126067444
126225876
125984660
126049906
126068450
126352570
126452050
126228958
126281610
126235142
126228332
126229866
126408596
126078594
126054228
126171350
126055084
126251454
126466730
126332438
126124792
126383788
126044146
126436898
126419266
126394542
126222710
126346854
126249856
126148420
126047974
126260434
126436902
126393902
100664452
126401416
126178760
126136680
126160900
126076698
126460678
126060798
126281608
126332106
126067440
126235096
126428142
126217504
126443676
126180198
126068346
126332436
126472640
126331810
126313074
126426048
126382994
126225484
126401414
126055086
126126158
126098996
126088700
126271044
126180990
126340024
126113714
126340026
126172420
126291102
126251450
126039046
126233246
126472642
126034700
126281294
126158518
126394586
126453230
126323048
125968500
126383786
126426242
126313076
126427674
