x.properties_item_id
126230650
126130768
126150892
126275160
126054098
126461984
126430598
126193500
126327910
126253914
126235926
126301784
126384622
126305850
126128616
126230634
126283644
126409054
126061544
126167328
126179284
126449454
126184088
126086382
126378680
126064452
126222648
126151480
126209340
126080896
126225134
126052894
126046760
126028872
126290232
126244664
126380462
126385860
126238396
126378556
126395042
126028798
126249658
126122754
126394220
126222566
126301054
126148468
126048370
126159860
126379532
126405292
126409524
126414780
126297916
126152116
126177552
126147748
126381002
6440956
126046898
126276780
125911074
126412012
126457544
125945360
126318800
126047208
126174140
126393834
126300752
126393156
126430312
126226746
126302402
126382458
126380244
126100804
126106852
126138658
126122876
126000948
126223112
126350812
126116920
126395458
126053910
126220970
126280854
126047232
126405524
126386804
126270502
126434044
126268034
126240564
126330352
126047210
126222938
126155108
