IG_ID	Threshold	Max_IG	Feature_0	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Feature_65	Feature_66	Feature_67	Feature_68	Feature_69	Feature_70	Feature_71	Feature_72	Feature_73	Feature_74	Feature_75	Feature_76	Feature_77	Feature_78	Feature_79	Feature_80	Feature_81	Feature_82	Feature_83	Feature_84	Feature_85	Feature_86	Feature_87	Feature_88	Feature_89	Feature_90	Feature_91	Feature_92	Feature_93	Feature_94	Feature_95	Feature_96	Feature_97	Feature_98	Feature_99	Feature_100	Feature_101	Feature_102	Feature_103	Feature_104	Feature_105	Feature_106	Feature_107	Feature_108	Feature_109	Feature_110	Feature_111	Feature_112	Feature_113	Feature_114	Feature_115	Feature_116	Feature_117	Feature_118	Feature_119	Feature_120	Feature_121	Feature_122	Feature_123	Feature_124	Feature_125	Feature_126	Feature_127	Feature_128	Feature_129	Feature_130	Feature_131	Feature_132	Feature_133	Feature_134	Feature_135	Feature_136	Feature_137	Feature_138	Feature_139	Feature_140	Feature_141	Feature_142	Feature_143	Feature_144	Feature_145	Feature_146	Feature_147	Feature_148	Feature_149
HI_X_16_0	0.2	1	0.172781844345	-0.0348487794387	0.0130054876981	-0.00765512282074	0.041537709957	0.0826693263386	0.0201611083802	-0.0753294449264	-0.0869431424181	0.0168671320476	-0.0546044679818	-0.0373919143415	0.0107360964735	-0.171407380369	-0.00742065636895	-0.0265312300706	-0.0519536730739	0.0126244672877	-0.113829085332	0.00830087583668	0.0652452790711	0.0651547380959	-0.035406802163	-0.00838546810658	0.134329875288	0.0222269410225	0.0447200328905	-0.00131540545836	-0.0360407618001	0.0226671673837	-0.0400925101435	0.0523799481875	0.0364423798819	-0.00548915289447	0.125358089906	0.0222803336936	-0.0667933302774	0.0977236380182	-0.0114127043842	0.0380034157545	0.167123029799	-0.0654811145845	0.0192335527147	0.0913092148284	-0.00693192027778	-0.085044391507	-0.0314835718757	0.0122964883814	-0.0128031360347	0.0246384609568	-0.174823916845	-0.00829774269084	0.100112302775	-0.0817750497774	0.000461982199287	0.0101435637896	-0.00619185036715	0.0645718463387	0.036482436512	0.0237481042114	0.0293446518822	0.0989498178108	0.101474141983	0.00678945283294	0.00996222339287	-0.0373866169489	-0.016295162508	0.0866966581396	0.0419008708284	0.000284080023214	0.0619178710779	0.0326274381723	-0.0294703373402	-0.0287725324112	0.108048049003	-0.0443682979537	0.0812367865997	-0.0406671966936	0.0207346251744	0.0235701176086	0.099716910203	0.0338219984969	0.0345583001469	-0.0558186024268	-0.115905128758	0.0615075234392	-0.047444311778	0.0687646785187	-0.0494350545188	-0.0747860005561	-0.0448067462744	0.0486678274694	-0.0334203243913	0.118812721259	-0.0231388275513	-0.0191780909643	0.0166213297056	-0.0182503855643	0.076149315053	0.0750512469575	0.0850151264621	-0.00241950993308	-0.0512200618953	0.0369167714039	-0.0633992510715	-0.0284133308975	-0.0228999844041	-0.156286648677	-0.0689801177787	-0.101732557509	0.0143615220223	0.0703042434396	0.0517593852071	-0.0447824403926	0.0207689345294	0.00532964854329	0.0449234764608	-0.0509560381542	0.0321177239463	0.0110602815038	-0.0284457283803	-0.0305845906892	-0.102138371426	-0.0726266620149	-0.0476358952888	0.00256682871608	0.047707119756	-0.0222527414789	-0.0735101650398	-0.0257541329426	0.0528377910337	0.0168995964573	0.0303691128009	-0.0514612567489	0.0641048306083	0.0302403848021	-0.0199134069709	0.00581025605902	0.0215374204939	0.0745280509192	-0.00656347782452	0.00182690493391	0.0213503847842	-0.0478151115583	-0.071578685194	0.011909770212	-0.168204323621	0.0166755335322	-0.0425412207661	-0.126102405703
HI_X_16_1	0.2	1	0.0636831571817	0.0208775607897	0.0149643926403	-0.0371071458016	-0.0117460984001	-0.0318088706177	-0.0552516667193	-0.0202496723226	-0.0669823550394	0.0433067068372	-0.0171641161227	0.00067866493849	0.0141698156612	-0.0094740120873	-0.0477560233001	-0.0270828480328	0.0340122421142	-0.0397305070364	-0.0456061109347	-0.0215149686801	-0.0128724829039	-0.00801673083353	0.0224961537326	0.0385591249387	0.0204211214962	-0.0353198485067	0.0366145630394	0.0245926845809	-0.060166833087	0.0250957663605	-0.0642449387655	-0.0222716434991	-0.0270615232313	4.57140365727e-05	0.0798345510541	0.0347734485766	0.00999029863001	0.0896768399392	0.0465780380887	0.0271665920257	-0.0141671407188	0.0346349872796	0.0793000351171	0.0699836767195	-0.00801167470106	-0.0500770945529	-0.013859097811	0.0315382357905	0.0244437306501	-0.0119306616964	-0.0866947457557	0.0236276060869	-0.0553372528806	-0.0064769696595	-0.0437277460742	-0.0209197045793	0.00138602189525	0.0270717999266	-0.0447889310541	-0.0136484544461	-0.00528765906151	0.0713989998016	0.0457242526716	0.0187052079255	0.0375521090237	-0.0330634316281	0.00644971378711	0.0514567629319	-0.0243182980161	-0.047488408507	-0.0329657895346	-0.0290630740083	-0.07033107926	-0.109024918144	-0.0429782683823	-0.071890172718	0.0731263305266	-0.0642007571536	0.0214047355457	-0.0105745457967	0.0514667691491	-0.0455904494684	0.060744572473	-0.0383657671539	-0.0426737457707	0.0668476437707	-0.0143771020383	-0.00392082983291	0.00087854450014	0.0151418167364	-0.0493506718706	0.0132627347396	-0.0176209179127	0.0162962093234	-0.0655268865373	0.0431657892199	0.0125599620303	0.0503916518487	0.00532821794038	0.0432977397354	0.0359309164958	0.050143069554	-0.0316267128766	-0.00605916292278	0.052015700664	0.00654216658072	0.0290922547137	-0.0701266889771	-0.00686639177268	-0.0487087114367	-0.0183909249958	0.0262455013922	0.000237240027774	-0.042121590865	0.0450880227148	0.0169499727076	-0.0226569875925	0.00266404332399	-0.0102357788809	0.0378889264388	-0.0546173256208	0.0125441412913	-0.0545127571301	-0.0604464967395	-0.00923853913888	0.0497882453266	-0.0381720493913	-0.00690137429215	-0.0464056030258	-0.0172818962061	0.00914699920624	0.0382714107635	-0.0348384330803	0.0173211943691	0.0179581311132	-0.0315634226219	-0.028516174928	0.0657783131701	-0.0492310514021	0.0223300583941	-0.0426320190094	0.0195124200187	-0.0238496034092	-0.0118929124057	-0.0691875461324	-0.0102343150447	-0.00418714013359	0.0609086751406	0.0010361120614	-0.08503149699
HI_X_16_2	0.2	1	0.0295914906834	0.0143829463039	0.0312192870857	-0.0138307733317	-0.0029211913405	0.00355466303163	-0.0447529132532	-0.0394150850981	-0.0161192283421	-0.0088533686708	0.0234840150368	-0.0513398148168	-0.0138924378964	-0.0741259919329	-0.000751319825371	0.0296305830157	-0.0235340853795	-0.0357308355889	-0.0978377050521	-0.02455401368	0.00705054706407	0.0845904840444	-0.0254974145394	0.05788310092	0.0245792899517	-0.017123759373	0.0640996521713	0.00917896675496	-0.0123708759217	-0.037073331032	-0.0742822794431	0.00390995308553	-0.0112234120798	-0.0411308372694	0.10176392895	0.0392152088409	-0.0202478051084	0.0498863667929	-0.000496791855375	0.0378355583569	0.0355641240916	-0.0375136285521	0.0588660317702	-0.0057811329212	-0.00278732349655	-0.0765994209599	-0.0416653793024	0.0186284024564	0.0117877578844	-0.0190567159614	-0.122606791986	-0.0169330155788	0.0198359162653	-0.033710267058	-0.0583707694103	-0.00670451479075	0.0437056573661	0.0607974748196	0.0419834382052	0.020723288306	-0.0202190238136	0.0451225454201	0.0745668345437	-0.0141173447202	-0.00718861874837	-0.0853750826517	-0.00250164632948	-0.0215450650404	0.0304219771876	-0.0242017356317	-0.0144193498421	0.0188052182591	0.0261141901564	-0.0680859799263	0.0297951672324	-0.0155205159088	0.0747460810979	-0.0663160819132	-0.00607517793801	0.0258533710054	-0.0143684562338	0.0175475441389	0.0312323506502	-0.0671937506782	-0.0148993638205	0.0569469417857	-0.0054942030278	0.00262534050703	-0.00896031426531	-0.0128491208702	-0.0527280508581	0.0018546319089	-0.0389024006931	0.00516457728191	-0.024880501902	0.0281388460774	0.00314231490094	0.0247253182598	-0.00348252178856	0.0692266019995	0.0912486338636	0.0502659999511	-0.0458882168811	0.0221171879767	0.0285110045016	-0.00260325602924	0.0570302993247	-0.0579953385622	-0.071332847609	0.0225828646087	0.000774527692705	-0.0516169906111	0.0221170310252	-0.034931288666	-0.00532948148475	0.0368612867424	0.00410496650612	0.0305551714125	-0.0269904725893	-0.00374375404315	-0.0123729915405	0.00955290048399	0.00773730974029	-0.0225056265279	-0.0178914629276	0.0459704798944	-0.0471301335622	0.0152296542727	-0.00244853120953	0.00116294590576	-0.00251298166935	0.0688212133882	-0.0125316113529	-0.00167649380093	0.0231260369805	0.0131510590738	0.0344588511445	0.0331879674433	-0.0676736673173	0.0232458877903	0.0185442577542	0.0551117091931	-0.0214655883522	-6.31621242957e-06	-0.0644702140808	-0.0171925087053	0.00349790822802	0.0447443527285	-0.0377470849608	-0.0881942810838
HI_X_16_3	0.2	1	0.0711102342007	0.0267879225525	0.0392290331553	-0.0230859734577	-0.01764324966	0.043194087524	-0.0264799246667	-0.00703291163553	-0.0409832680856	0.044396358702	-0.0170042458248	-0.0237474594	-0.00861438223996	-0.0351102018221	0.00571474383039	0.0252227147848	-0.0152897920362	-0.025530783607	-0.0481681055411	0.0154991513785	0.0624035794061	0.0402905041409	-0.0213446445441	0.0416733661096	0.0428728000839	-0.0768822762903	0.0755703439741	-0.0100385867613	-0.0248826682142	-0.0252365546943	-0.034613590954	0.0164448275505	-0.0623130195727	-0.0543492746442	0.0763864311962	0.0582112541009	-0.0831578312888	0.0185124522829	0.0129412139276	0.0403790213993	0.00997824474777	-0.0385813374382	0.104049965958	0.0300014355882	-0.0272532143018	-0.0840275470113	-0.0554185786664	0.0154624403703	0.00577060043704	-0.0088733677627	-0.109853981949	0.0109764430176	1.40730871268e-05	-0.0351101328666	-0.0543882788524	-0.0325313351199	0.0223812649139	0.0654272786535	0.0196847506324	0.0444317759164	0.0305671214961	0.0818282958962	0.0721081502293	-0.00874308150083	-0.0232685690847	-0.0401870851276	-0.0369770596548	0.00387100820559	-0.00830687681382	-0.0471066978479	0.0675392601037	-0.0484055956634	0.0563265840361	-0.0986843038271	0.0584642650584	-0.0371432867556	0.0880650497522	-0.0392136789708	-0.0179474811355	0.0157171575901	-0.0777709627377	0.022521295442	0.0438857162633	-0.0676942925966	-0.0304488666739	0.0676433506427	-0.00242088145383	-0.0126459220369	-0.00660737840586	-0.00171692990353	-0.109370346722	0.0131458412707	0.0117745889892	0.0602911624321	0.0327283359705	0.0471232494781	0.0251437845909	0.00302934863566	0.0591530975519	0.0566060847321	0.104603469356	0.0603124442366	-0.103792311475	0.00156851798343	-0.0133211754425	0.0103093199934	0.0331682248249	-0.0653551374367	-0.0556643483168	-0.0484333806767	-0.0125713869504	-0.0750461840418	0.0220816337368	-0.0463087198524	0.00306156986389	0.0260922604328	0.00715466778731	0.0295824783398	-0.0614535565864	-0.046506896181	-0.00415851928423	0.0213371333394	0.0458775623985	-0.0372794363242	-0.0288361796672	0.022975682388	-0.0379374314381	0.0291418961142	-0.0748642401431	-0.018371596454	0.0336607026815	0.0787964805851	0.0148176093792	-0.0244600867882	-0.0104001943934	-0.0310788433908	-0.00529658321824	0.0469040933738	-0.0813983536824	0.0615253129096	-0.00138163051968	0.0300494106338	0.0076486514071	0.0329584316864	-0.0541286718786	-0.00329301972892	-0.00224258524167	0.0110816374896	-0.050930361034	-0.0812892636166
HI_X_16_4	0.2	1	0.0478580814386	0.0182645232226	0.0205464399994	-0.0450135040202	-0.00685066746823	0.0222386792441	-0.0368083221902	1.04486526239e-05	-0.0750760607748	0.0308734331855	0.04914810022	-0.0164449493184	-0.0306851181268	-0.0808442029632	-0.00225239300948	0.024194907238	-0.0216247290658	-0.0451402777533	-0.0715393363332	0.0284932130087	-0.00831519713209	0.0366660616989	-0.0131618647722	0.0680201772083	0.0396277941753	0.00233095518962	0.0619915392956	0.0168157685364	0.0045523523525	0.019805084255	-0.0691440675418	0.0111050197426	0.0038727538736	-0.0134013106099	0.0685272374175	-0.00442664766796	-0.00650395062461	0.0595925603478	-0.000645409935218	0.00894870409858	0.00216465546769	-0.0425153209996	0.105817268093	0.0569982258544	-0.0105090384488	-0.0888719586855	-0.0370581100532	0.00876811820992	0.0485397689905	0.00908955645035	-0.13605118108	-0.00507394222126	-0.0196624495264	-0.017006555043	-0.0312456156632	0.0150556431429	0.0248765809775	0.0417576412821	0.0261624296998	0.0079589735286	-0.0313065733378	0.047960828497	0.0620462793942	-0.0250150083561	0.0412640063171	-0.0391092945997	0.00260754583586	0.00665714150936	0.0283296484588	-0.03549133222	-0.0288044210853	-0.00801485572494	-0.0196342052546	-0.0774356742817	0.0270489859749	-0.0528159898032	0.0778000154739	-0.0606673093243	-0.00566019088979	-0.00402763570166	0.0412040848492	0.0298500083338	0.0396753771678	-0.0441423645668	-0.0354159121975	0.0403967048514	-0.0153517346137	-0.00407106775781	0.0206425555798	0.0128707083187	-0.030872783473	-0.0118667693345	-0.0262930739428	-0.00537668095624	-0.0398529618489	0.0275598401039	0.00127459497844	0.0255278602732	0.00668215430479	0.0456509324556	0.023270025578	0.0734487655165	-0.0537825258806	0.0110105804334	0.033011904782	0.0116936830722	0.0600394918213	-0.0470023060476	-0.0647201613451	0.00134765800415	-0.0337499327979	-0.0444812293917	0.0335207878823	-0.0446904954694	0.0372458657204	0.0109324039979	0.0435700910498	0.0102098664836	-0.0105627005728	0.00186930711502	-0.000931130461833	0.00972189087939	-0.00447628567416	-0.0237164746521	-0.0188084757164	0.0144010536201	-0.0268235347382	0.0222872420998	0.00463091877743	0.0142104254139	0.0123886047563	0.0208064905881	-0.0402863196155	-0.00332665951602	0.00822003629461	-0.0105289631735	0.0467492427533	0.0799037765162	-0.0758476955393	0.0331884747133	0.000787982425669	0.0140255775696	0.0122084108595	-0.0081910439985	-0.10696903109	-0.0084452521669	0.00321996804305	0.0650203056566	-0.0635480452201	-0.118697816705
HI_X_16_5	0.2	1	0.0713431257368	0.0236455639635	0.0519883607773	-0.0730535650149	-0.0433497936934	-0.00943272388041	-0.0356121624707	-0.0150942252149	-0.0732416882375	-0.00502828635898	0.0310106073412	-0.0361213367529	-0.00293279320383	-0.129654068515	0.016029454699	0.0284963157384	0.0137975777492	-0.0290677390955	-0.06932227722	-0.0113447346427	0.0249823136011	0.0200677712483	-0.0129708910936	0.0416493093008	0.0590024159354	-0.0255977148289	0.089969327623	0.0305107380514	-0.00578618242323	0.0185608883136	-0.0682307963343	0.040568466921	-0.0615097027886	-0.00344402825059	0.0724991921198	0.0139751325822	-0.0078789639517	0.0892860746765	0.0139617717129	0.0371979968373	0.000893967566435	-0.0548002393096	0.0828138991226	0.0820177150263	-0.0366678525249	-0.0455049511855	-0.0413649475231	-0.00180148212623	0.0186870543326	-0.00453393718083	-0.0801995855906	0.00488151036692	-0.0139281970323	-0.00277283442788	-0.0282590589509	-0.00607230126333	0.0396440495064	0.0252242916413	0.00702832378836	-0.00183192350492	-0.0187636471775	0.109719152448	0.0495731730811	-0.00269219821234	0.0535707824551	-0.0101488503838	0.0148437544928	0.0302887953692	0.0609517077945	-0.0140327064115	-0.00599004447675	-0.00337107691493	-0.0467248096574	-0.0776178256885	0.0262655928136	0.00608836490874	0.0505808285361	-0.0571314085231	0.050744560919	-0.0240938274	0.0705902999309	-0.0175314119079	0.0858540476758	-0.0700010153066	-0.0237409306813	0.0605145298664	-0.034645684535	0.0506570548338	0.00314863511203	-0.0425046492756	-0.0351550294696	0.00453950846813	-0.00517835559957	0.0399988937964	-0.00556824582006	0.00958680085096	0.0220334802601	0.0776713101689	-0.00269858810737	0.0823598776576	0.0614874739705	0.0666444245395	-0.108491702096	-0.0197099548636	0.0350810823928	0.0193593289956	0.0596798396344	-0.0726693678777	-0.0357214161765	-0.012213005436	-0.0466702692598	-0.0366623081494	0.0394520298432	-0.0217651424238	0.0456552000046	0.0167681575296	0.0242345802625	0.029219260215	-0.00129892252667	-0.0294249621328	0.0161363764008	0.0324852926956	-0.0252270638492	-0.0426849374846	-0.0470245154017	0.0204899138373	-0.0717698365925	0.0113191831143	-0.00695126575509	0.0151586589567	0.0100284684036	-0.0178542045574	-0.0167201559021	0.0120402300835	-0.0116394689926	-0.00316010411827	0.0351287386101	0.0335014802157	-0.0846994205706	0.00296848952208	-0.0293871585172	0.0795126942678	0.0527227157636	0.0464984587404	-0.126567198288	0.0206496237712	0.00972783453805	0.00276444052055	-0.0597374673889	-0.126788557488
HI_X_16_6	0.2	1	0.0723163647294	0.0016630054032	0.0225039819269	-0.040373367461	-0.0300243232853	-0.00150574654256	-0.0454853887227	-0.0263906557353	-0.0459344787854	0.0420961177218	0.0149163922608	-0.00482599449518	0.0189761989439	-0.0546394983082	-0.024016304405	0.00248054449961	0.0117789367822	-0.0538845583328	-0.0432694720055	-0.00236817313103	-0.0328519509474	0.00354770372513	0.0108364479891	0.0595979472933	0.0335486072538	-0.0118312790512	0.0503617647908	0.0156566066233	-0.0504906883881	0.00233633037126	-0.0589773636257	-0.0324941964707	-0.0285120187802	-0.0101324952428	0.0427839620818	0.0276093466149	-0.00741279125298	0.0765585133635	0.0145102549589	0.035617496173	-0.00840872009526	-0.00517279026835	0.0980530144806	0.0902181795466	0.00441201894008	-0.0787289339493	-0.0357580259789	0.0188296964136	0.0315046146917	-0.00563310252434	-0.111721922819	0.0258632735481	-0.0267552727882	-0.0109560242093	-0.0566877472273	-0.00551150110698	0.00394586539743	0.0357992690117	-0.00702056043874	0.00381980571674	-0.0365620214185	0.0425980258292	0.0486107926655	0.00713651925215	0.0363737078503	-0.0378714111549	-0.00817104005037	0.0487619336908	-0.0111497019769	-0.0403612237164	-0.0197431170903	-0.0419724248459	-0.0636477247828	-0.0794111017736	-0.00876673941344	-0.0741398695147	0.0831443476537	-0.0535006498017	0.00873310981417	0.0225431855299	0.0151865235574	-0.00516804815649	0.0654192233889	-0.0133320763855	-0.0391655368736	0.0591793932937	-0.0224766785908	-0.00737755720453	0.00944395864021	0.0308147510364	-0.0508278071494	0.0259023144653	-0.012119142408	-0.0106155503463	-0.0355503588222	0.00350278949644	0.00920490821378	0.0363117805404	0.0111927112922	0.046461411892	0.0374385421412	0.0816803749147	-0.0301280039307	-0.00194535379843	0.0286547813124	0.00112683685977	0.0478870508954	-0.0506438895875	-0.025484088736	-0.0269505611934	-0.00399984026633	0.00395783061761	3.70485108035e-05	-0.0414248867185	0.0266430773171	0.0331175545181	0.0202406385503	0.00978023564534	0.0187164584498	0.0187450501704	-0.0294864592472	0.0156480953718	-0.0456271543066	-0.0223088559328	-0.0146152347232	0.0317293940559	-0.0212436770802	-0.00784481552028	-0.0276536907553	-0.00269943333142	0.00421830215631	0.0324869209967	-0.0285638195455	0.00317664361275	0.0209931733568	0.00140754146327	-0.000494160077176	0.0456004724585	-0.0685910658521	0.0236793477674	-0.00643460625027	0.036881974957	-0.00718187026201	-0.00132596644891	-0.0830312640868	0.00516892440293	-0.00847036579838	0.0457144690833	-0.0184973791507	-0.0922616823789
HI_X_16_7	0.2	1	0.0159773690926	-0.0233584310516	0.0152341994263	-0.03949259724	-0.0137210531526	-0.0395017105904	-0.0034989910382	-0.0117867513365	-0.0291507621963	-0.00117233781976	0.00157741184499	0.0297827439887	-0.0135476560311	-0.0758412527024	0.0275496524711	0.0470527820054	0.0100365304141	-0.0332863382593	-0.0569936796804	0.0191607929017	0.0286931778789	0.00425803421383	-0.0306769005931	0.0165277016539	0.0274401929219	-0.0653008440043	0.0802440818525	0.0397623730265	-0.0376894757921	0.0185402805418	-0.0224176554786	-0.0184726819951	-0.0267391850862	0.00942646072978	0.108893901628	0.00336511793352	-0.0787975684175	0.0111590457963	0.011733928423	0.00447436253835	-0.0131272074275	-0.0369881632388	0.053059736436	0.0355241187645	-0.0439717123806	0.00444907437716	-0.0582690504375	0.0214372351924	0.0307985601162	-0.0385897791752	-0.0526427721917	0.0235774414803	0.0299416421174	-0.0125022069449	-0.0546671868722	-0.00206599658986	-0.0126862696852	0.0498799084428	0.0202671346642	-0.0266115932333	0.00946614405471	0.081000800348	0.0940388394196	0.00768553889853	0.0377531636101	-0.00876454878591	0.0140065810358	0.0138596680759	0.00791193952299	-0.0172139223341	-0.0138566328313	-0.0207760328879	-0.0408915200985	-0.0769764579523	0.0217996409201	-0.00675581766623	0.0854507423234	-0.0576824360319	0.0345125692425	0.0182129238152	0.0322708194397	0.00180657249356	0.036145672222	-0.00355815869725	-0.0485372839157	0.0385582768165	0.00599321968949	0.00514902961934	-0.0374885516944	-0.0232887900179	-0.0704835316795	0.0427089326957	0.0113620412372	0.0462918661712	0.0160236238799	0.0651243050535	-0.0136994816204	0.0497587916839	0.0664397234261	0.0370248795129	0.0913363246649	0.0351088286829	-0.0860283331815	-0.0114575306654	0.0171573764879	-0.0147279578446	0.0476614597853	-0.0194751416815	-0.0506023003154	-0.0339016965501	-0.00939058566859	-0.0259340373259	0.0414365028195	-0.00686205829478	0.0430883180967	0.0579605581022	-0.0507094375102	-0.0105160842949	-0.00856515767987	-0.021119364489	-0.0329563022475	-0.00340872689033	0.0144100981749	-0.0654352357011	-0.0290543935167	0.00954461294354	0.00340039725967	-0.0185864619379	-0.0650137175448	0.000796570699997	0.0346277095158	0.0448726822363	-0.00588019841412	0.00628403507571	0.0103573487695	0.0310638209974	-0.00181512565212	0.0435113211481	-0.0638974374042	0.029330671754	-0.0903053533085	0.026152193115	-0.0465663753541	0.0668815345548	-0.105308957974	0.00311616041025	-0.0160256952393	0.0404631025951	-0.0181411866337	-0.103281578228
HI_X_16_8	0.2	1	0.093643866464	-0.0181802069546	0.0378483064753	-0.0469351994087	-0.0401914408201	-0.00418456784126	-0.0333296379849	-0.0262444080297	-0.0378142392983	0.0264918222403	0.0276245534068	-0.0218771837822	0.0100612981863	-0.0375850409247	0.00212566681662	0.0381062256415	0.0248021337654	-0.0760920284829	-0.0940221962156	-0.0100422484773	-0.000450678518868	0.0249677971778	-0.0461979046449	0.0809113102586	0.00115124777464	-0.0011016013131	0.109064182149	-0.00871980351527	0.0265614077199	-0.00221423277305	-0.0822757668151	-0.0319379251869	-0.0655541941705	-0.00918569541202	0.0677965776006	0.0478892083099	-0.0514586392983	0.0729737887714	-0.0198322968821	0.0291062714727	0.0382744089803	-0.0335920069669	0.0425961922511	0.0400849999014	-0.00727343651561	-0.0620677628058	-0.0380611889886	-0.00442709186191	0.0253947626914	0.0322938187928	-0.0796328621475	0.00842563196958	0.0446120151758	-0.0194880201145	-0.0731315210731	-0.0449296787078	0.00280242562362	0.0779858753475	0.00996306653352	0.00534943727663	-0.018217279773	0.0447296666224	0.0573436773076	0.0256243338317	0.0517684294844	-0.0395730128009	-0.0311864778351	-0.0231300186939	-0.00244060057589	0.0148534560878	0.0176938099429	0.0041923591347	-0.01807191436	-0.0599235644871	0.0349109641704	-0.0135853270291	0.0589045234688	-0.0591875299519	0.0189839618166	-0.0344579429586	0.00388882797365	-0.00797082500672	0.0408432508174	-0.0307498601069	-0.0311144911796	0.0550974173458	0.00648127595147	0.00423609366115	0.0114214246303	-0.0172494754098	-0.0660012939374	0.038571153116	-0.0216590105589	0.0369803614415	-0.00674287741201	0.0337880062221	-0.0151453240505	0.0178670258418	0.0140270576984	0.0292321087783	0.0794182792541	0.0515923729745	-0.066949811667	0.0217360800178	0.00917016672486	0.0278038826366	0.0689719526926	-0.045416962609	-0.0121874540322	0.0120655124443	-0.026018257453	-0.00812822675732	0.019748384136	-0.0243186616315	0.0201685428979	0.00343576541186	-0.0123719440962	0.0340925366865	-0.025047679237	-0.0150320996056	-0.0406132246798	0.0305273535556	-0.0333809517884	-0.0312476238256	-0.0127361561683	0.0346820628418	-0.0386714293517	-0.000593428199738	-0.0147409050689	0.0449742100229	0.0335275642256	0.0247488639087	-0.00974323300708	0.0037011808714	0.0245217333553	0.0174856780455	0.00030404615005	-0.0100157716727	-0.035747678891	0.0426579913204	-0.0308234105694	0.0419915952262	-0.0132202295962	0.0286986133117	-0.091902305978	0.00836091584953	-0.0268686357057	0.064314263878	-0.0135995615333	-0.0586836881422
HI_X_16_9	0.2	1	0.0179786749982	-0.0171604382437	0.0756223537974	-0.0811464087263	0.00648941887223	-0.00908225507076	-0.0592442908277	-0.0819008980118	-0.0194497307561	0.0299454544315	0.0162027915914	0.00488681191261	0.00324728075386	-0.0868007062601	-0.0513798651113	0.0677766099122	0.00732843833566	-0.0506342888923	-0.0809198875767	-0.0223670398219	0.0267972354235	0.0328665115837	-0.0270656245986	0.044636792666	0.0402920749124	-0.00570789870139	0.0633851250485	0.00710143509606	0.0185367905638	0.0143260024607	-0.0753363507459	-0.0339085225084	-0.0292405711416	-0.0204924686019	0.046957913019	-0.0201621107282	-0.0235312968763	-0.0146905530785	0.00942676731991	0.041486042133	0.0413025776816	-0.0834385346489	0.042381888911	0.0305282431741	-0.0565753949163	-0.0581367290486	-0.0171652492889	0.0414432597189	0.05745659793	-0.0244311701189	-0.0929248986453	-0.0484559473098	-0.0237718098005	-0.020956648532	-0.0677637972207	0.00363459902367	0.00228188111947	0.0266057390226	0.00143078333184	0.0442044601108	-0.00325556963994	0.054503215732	0.0576766346148	-0.00652250923817	0.0877417342239	-0.0182050646225	0.00490549832071	-0.030539083387	0.0352101242027	-0.0216256579651	0.0566892051933	-0.028713569425	-0.0452426081401	-0.05706066505	0.0136371753615	-0.0320871509311	0.0538247174591	-0.0612529328571	0.014815702019	-0.0196623316644	0.0536658572962	0.00483476296481	0.0734637279443	-0.0384882251888	-0.0590072761625	0.0350495832809	0.0130996207312	0.0469630044729	-0.00289132892085	-0.000290344417107	-0.0358462069491	0.00487017021715	-0.00994604975167	0.00632959472734	-0.00196629130796	0.0393288862099	-0.0157590586857	0.0358698312643	0.0198844122362	0.0137237539593	0.0130160825215	0.0061249037304	-0.0813861952317	0.0304678057537	0.0448441545989	0.00622213107751	0.0805955995867	-0.0359416948582	-0.0499530138094	-0.0140314667766	-0.0210205730439	0.0031337996346	0.0272619235422	-0.00710005917594	0.0213226210839	0.0186385128519	-0.0186660266626	0.0614671927997	-0.0612887360069	0.012825508772	-0.0394398417047	0.00141439760354	-0.0393204811453	-0.0190391580418	-0.000556836087008	0.0332335683007	-0.00169674261483	0.0185108069317	-0.0319456849169	0.0449969965457	0.0339006692198	0.0247613434762	0.00144508883631	0.0170138917716	0.0213871703992	0.00682392351504	0.0185391843713	0.0666405996272	-0.0580151101286	-0.00182562640068	-0.00309239519205	0.0355527804574	0.00896025167503	0.0272184531524	-0.0839309551087	-0.0365707294975	-0.00655791784364	0.0352724573129	-0.0447764240905	-0.0520541730761
